UM_CODE;UM_NAMEF;global_id;UM_NAMES;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR
32220;2-й Южнопортовый проезд;58483552;2-й Южнопортовый пр.;Vtoroj Yuzhnoportovy'j proezd;3;;"0511;0515";77000000000015600
32225;Южный проезд;58483553;Южный пр.;Yuzhny'j proezd;3;;104;77000000000319500
32230;улица Юннатов;58483554;ул. Юннатов;ulicza Yunnatov;1;;213;77000000000319600
32240;площадь Юности;58483555;пл. Юности;ploshhad` Yunosti;4;;1009;77000002000319700
32250;улица Юности;58483556;ул. Юности;ulicza Yunosti;1;;404;77000000000046500
32255;улица Юности;58483557;ул. Юности;ulicza Yunosti;1;;"1009;1010";77000002000319800
32270;улица Юных Ленинцев;58483558;ул. Юных Ленинцев;ulicza Yuny'x Leninczev;1;;"0506;0514";77000000000001000
32285;Юрловский проезд;58483559;Юрловский пр.;Yurlovskij proezd;3;;311;77000000000319900
32289;Юровская улица;58483560;Юровская ул.;Yurovskaya ulicza;1;;901;77000000000320000
32290;Юрьевская улица;58483561;Юрьевская ул.;Yur`evskaya ulicza;1;;507;77000000000025900
32300;Юрьевский переулок;58483562;Юрьевский пер.;Yur`evskij pereulok;2;;507;77000000000026000
32320;Большая Юшуньская улица;58483563;Б. Юшуньская ул.;Bol`shaya Yushun`skaya ulicza;1;;703;77000000000320100
32330;Малая Юшуньская улица;58483564;М. Юшуньская ул.;Malaya Yushun`skaya ulicza;1;;703;77000000000320200
32335;Яблоневая аллея;58483565;Яблоневая аллея;Yablonevaya alleya;9;;1010;77000002000430000
32340;Яблонный переулок;58483566;Яблонный пер.;Yablonny'j pereulok;2;;105;77000000000389200
32350;улица Яблочкова;58483567;ул. Яблочкова;ulicza Yablochkova;1;;305;77000000000320300
32360;Ягодная улица;58483568;Ягодная ул.;Yagodnaya ulicza;1;;606;77000000000389300
32370;Языковский переулок;58483569;Языковский пер.;Yazy'kovskij pereulok;2;;109;77000000000320400
32380;улица Малая Якиманка;58483570;ул. М. Якиманка;ulicza Malaya Yakimanka;1;;110;77000000000320600
32390;Якиманская набережная;58483571;Якиманская наб.;Yakimanskaya naberezhnaya;5;;110;77000000000320700
32395;Якиманский переулок;58483572;Якиманский пер.;Yakimanskij pereulok;2;;110;77000000000320800
32400;Якиманский проезд;58483573;Якиманский пр.;Yakimanskij proezd;3;;110;77000000000389400
32410;Якорная улица;58483574;Якорная ул.;Yakornaya ulicza;1;;614;77000000000320900
32415;проезд Якушкина;58483575;пр. Якушкина;proezd Yakushkina;3;;311;77000000000321000
32420;Ялтинская улица;58483576;Ялтинская ул.;Yaltinskaya ulicza;1;;615;77000000000321100
32430;1-я Ямская улица;58483577;1-я Ямская ул.;Pervaya Yamskaya ulicza;1;;309;77000000000321200
32440;2-я Ямская улица;58483579;2-я Ямская ул.;Vtoraya Yamskaya ulicza;1;;309;77000000000321300
32450;1-я улица Ямского Поля;58483580;1-я ул. Ямского Поля;Pervaya ulicza Yamskogo Polya;1;;202;77000000000321400
32460;3-я улица Ямского Поля;58483581;3-я ул. Ямского Поля;Tret`ya ulicza Yamskogo Polya;1;;202;77000000000321500
32470;5-я улица Ямского Поля;58483582;5-я ул. Ямского Поля;Pyataya ulicza Yamskogo Polya;1;;202;77000000000321600
32485;улица Академика Янгеля;58483583;ул. Академика Янгеля;ulicza Akademika Yangelya;1;;621;77000000000321700
32490;Янтарный проезд;58483584;Янтарный пр.;Yantarny'j proezd;3;;307;77000000000321800
32500;Крестовоздвиженский переулок;58483585;Крестовоздвиженский пер.;Krestovozdvizhenskij pereulok;2;;101;77000000000724000
32510;Ярославская улица;58483586;Ярославская ул.;Yaroslavskaya ulicza;1;;301;77000000000322000
32520;Ярославское шоссе;58483587;Ярославское ш.;Yaroslavskoe shosse;6;;317;77000000000322100
32530;Ярцевская улица;58483588;Ярцевская ул.;Yarczevskaya ulicza;1;;807;77000000000322200
32550;Ясеневая улица;58483589;Ясеневая ул.;Yasenevaya ulicza;1;;617;77000000000053200
32555;Ясногорская улица;58483590;Ясногорская ул.;Yasnogorskaya ulicza;1;;712;77000000000322300
32560;Яснополянская улица;58483591;Яснополянская ул.;Yasnopolyanskaya ulicza;1;;513;77000000000002000
32570;Ясный проезд;58483592;Ясный пр.;Yasny'j proezd;3;;316;77000000000322400
32578;Яузская аллея;58483593;Яузская аллея;Yauzskaya alleya;9;;403;77000000000322500
32580;Яузская улица;58483594;Яузская ул.;Yauzskaya ulicza;1;;107;77000000000322600
32590;площадь Яузские Ворота;58483595;пл. Яузские Ворота;ploshhad` Yauzskie Vorota;4;;107;77000000000389500
32600;Яузский бульвар;58483596;Яузский бульв.;Yauzskij bul`var;8;;107;77000000000322700
32610;Яхромская улица;58483597;Яхромская ул.;Yaxromskaya ulicza;1;;208;77000000000322800
32620;Яхромский проезд;58483598;Яхромский пр.;Yaxromskij proezd;3;;"0206;0208";77000000000423400
32630;улица Льва Яшина;58483599;ул. Льва Яшина;ulicza L`va Yashina;1;;512;77000000000754100
33426;проспект 60-летия Октября;58483600;просп. 60-летия Октября;prospekt Shestidesyatiletiya Oktyabrya;10;;"0701;0702";77000000000314500
42005;улица Герцена;58483601;ул. Герцена;ulicza Gerczena;1;734020;1101;77001000010000800
42010;улица Гоголя;58483602;ул. Гоголя;ulicza Gogolya;1;734020;1101;77001000010000500
42015;Литературный проезд;58483603;Литературный пр.;Literaturny'j proezd;3;734020;1101;77001000010000400
42020;улица Ломоносова;58483604;ул. Ломоносова;ulicza Lomonosova;1;734020;1101;77001000010000300
42025;Майская улица;58483605;Майская ул.;Majskaya ulicza;1;734020;1101;77001000010000700
42030;Октябрьская улица;58483606;Октябрьская ул.;Oktyabr`skaya ulicza;1;734020;1101;77001000010000900
42035;улица Чапаева;58483607;ул. Чапаева;ulicza Chapaeva;1;734020;1101;77001000010000100
42040;улица Григория Александрова;58483609;ул. Григория Александрова;ulicza Grigoriya Aleksandrova;1;734030;1101;77001000008001500
42045;улица Игоря Ильинского;58483610;ул. Игоря Ильинского;ulicza Igorya Il`inskogo;1;734030;1101;77001000008001000
42050;улица Исаака Дунаевского;58483611;ул. Исаака Дунаевского;ulicza Isaaka Dunaevskogo;1;734030;1101;77001000008000100
42055;Киевская улица;58483612;Киевская ул.;Kievskaya ulicza;1;734030;1101;77001000008000400
42060;улица Леонида Утёсова;58483613;ул. Леонида Утёсова;ulicza Leonida Utyosova;1;734030;1101;77001000008001300
42065;улица Любови Орловой;58483614;ул. Любови Орловой;ulicza Lyubovi Orlovoj;1;734030;1101;77001000008001600
42070;Минская улица;58483615;Минская ул.;Minskaya ulicza;1;734030;1101;77001000008000200
42075;улица Гусева;58483616;ул. Гусева;ulicza Guseva;1;734040;1101;77001000009001500
42080;Зелёная улица;58483617;Зелёная ул.;Zelyonaya ulicza;1;734040;1101;77001000009001100
42085;улица Изваринская Школа;58483618;ул. Изваринская Школа;ulicza Izvarinskaya Shkola;1;734040;1101;77001000009000900
42090;Киевская улица;58483619;Киевская ул.;Kievskaya ulicza;1;734040;1101;77001000009001800
42095;Кольцевая улица;58483620;Кольцевая ул.;Kol`czevaya ulicza;1;734040;1101;77001000009000300
42100;улица Лебедева-Кумача;58483621;ул. Лебедева-Кумача;ulicza Lebedeva-Kumacha;1;734040;1101;77001000009000600
42105;Полевая улица;58483622;Полевая ул.;Polevaya ulicza;1;734040;1101;77001000009001700
42110;Шоссейная улица;58483623;Шоссейная ул.;Shossejnaya ulicza;1;734040;1101;77001000009001000
42115;Шоссейный тупик;58483624;Шоссейный туп.;Shossejny'j tupik;7;734040;1101;77001000009000200
42120;Гаражный переулок;58483625;Гаражный пер.;Garazhny'j pereulok;2;734060;1101;77001000001001700
42125;улица Гоголя;58483626;ул. Гоголя;ulicza Gogolya;1;734060;1101;77001000001001600
42130;улица Горького;58483627;ул. Горького;ulicza Gor`kogo;1;734060;1101;77001000001000500
42135;Дачная улица;58483628;Дачная ул.;Dachnaya ulicza;1;734060;1101;77001000001001000
42140;Дачный проезд;58483629;Дачный пр.;Dachny'j proezd;3;734060;1101;77001000001001200
42145;улица Довженко;58483630;ул. Довженко;ulicza Dovzhenko;1;734060;1101;77001000001001800
42155;Зелёный тупик;58483632;Зелёный туп.;Zelyony'j tupik;7;734060;1101;77001000001000400
42160;улица Карла Маркса;58483633;ул. Карла Маркса;ulicza Karla Marksa;1;734060;1101;77001000001000100
42165;улица Ленина;58483634;ул. Ленина;ulicza Lenina;1;734060;1101;77001000001001100
42170;улица Лермонтова;58483635;ул. Лермонтова;ulicza Lermontova;1;734060;1101;77001000001001500
42175;Лесной проезд;58483636;Лесной пр.;Lesnoj proezd;3;734060;1101;77001000001001300
42180;Первомайская улица;58483637;Первомайская ул.;Pervomajskaya ulicza;1;734060;1101;77001000001000700
42185;Писательский проезд;58483638;Писательский пр.;Pisatel`skij proezd;3;734060;1101;77001000001000900
42190;улица Погодина;58483639;ул. Погодина;ulicza Pogodina;1;734060;1101;77001000001001400
42195;улица Рождественского;58483640;ул. Рождественского;ulicza Rozhdestvenskogo;1;734060;1101;77001000001002100
42200;улица Серафимовича;58483641;ул. Серафимовича;ulicza Serafimovicha;1;734060;1101;77001000001000300
42205;улица Тренёва;58483642;ул. Тренёва;ulicza Trenyova;1;734060;1101;77001000001002200
42210;улица Энгельса;58483644;ул. Энгельса;ulicza E'ngel`sa;1;734060;1101;77001000001000600
42215;Ильинская улица;58483645;Ильинская ул.;Il`inskaya ulicza;1;734070;1101;77001000003000500
42220;Новоизваринская улица;58483646;Новоизваринская ул.;Novoizvarinskaya ulicza;1;734070;1101;77001000003000400
42225;1-я Новоизваринская улица;58483647;1-я Новоизваринская ул.;Pervaya Novoizvarinskaya ulicza;1;734070;1101;77001000003000200
42230;2-я Новоизваринская улица;58483648;2-я Новоизваринская ул.;Vtoraya Novoizvarinskaya ulicza;1;734070;1101;77001000003000800
42235;3-я Новоизваринская улица;58483649;3-я Новоизваринская ул.;Tret`ya Novoizvarinskaya ulicza;1;734070;1101;77001000003000600
42240;Берёзовая аллея;58483650;Берёзовая аллея;Beryozovaya alleya;9;734090;1101;77001000015000700
42245;улица Богдана Хмельницкого;58483651;ул. Богдана Хмельницкого;ulicza Bogdana Xmel`niczkogo;1;734090;1101;77001000015000600
42250;улица Ленина;58483652;ул. Ленина;ulicza Lenina;1;734090;1101;77001000015001100
42255;Лесная улица;58483653;Лесная ул.;Lesnaya ulicza;1;734090;1101;77001000015000900
42260;1-й Лесной переулок;58483654;1-й Лесной пер.;Pervy'j Lesnoj pereulok;2;734090;1101;77001000015000400
42265;2-й Лесной переулок;58483655;2-й Лесной пер.;Vtoroj Lesnoj pereulok;2;734090;1101;77001000015000200
42270;улица Мира;58483656;ул. Мира;ulicza Mira;1;734090;1101;77001000015000800
42275;Новая улица;58483657;Новая ул.;Novaya ulicza;1;734090;1101;77001000015000300
42280;улица Пушкина;58483658;ул. Пушкина;ulicza Pushkina;1;734090;1101;77001000015000500
42285;улица Чехова;58483659;ул. Чехова;ulicza Chexova;1;734090;1101;77001000015001200
42295;Садовая улица;58483660;Садовая ул.;Sadovaya ulicza;1;734120;1101;77001000005000100
42300;Санаторная улица;58483661;Санаторная ул.;Sanatornaya ulicza;1;734120;1101;77001000005001500
42305;Сказочная улица;58483662;Сказочная ул.;Skazochnaya ulicza;1;734120;1101;77001000005000800
42310;1-я Сосновая улица;58483663;1-я Сосновая ул.;Pervaya Sosnovaya ulicza;1;734120;1101;77001000005000600
42315;2-я Сосновая улица;58483664;2-я Сосновая ул.;Vtoraya Sosnovaya ulicza;1;734120;1101;77001000005000900
42320;3-я Сосновая улица;58483665;3-я Сосновая ул.;Tret`ya Sosnovaya ulicza;1;734120;1101;77001000005000200
42325;Железнодорожная улица;58483666;Железнодорожная ул.;Zheleznodorozhnaya ulicza;1;734130;1101;77001000017000100
42326;улица Корнея Чуковского;58483667;ул. Корнея Чуковского;ulicza Korneya Chukovskogo;1;;1101;77000000000761900
42327;улица Самуила Маршака;58483668;ул. Самуила Маршака;ulicza Samuila Marshaka;1;;1101;77000000000754600
42328;улица Анны Ахматовой;58483669;ул. Анны Ахматовой;ulicza Anny' Axmatovoj;1;;1101;77000000000754700
42329;улица Бориса Пастернака;58483670;ул. Бориса Пастернака;ulicza Borisa Pasternaka;1;;1101;77000000000754800
42330;Придорожная улица;58483671;Придорожная ул.;Pridorozhnaya ulicza;1;734170;1201;77002000005001400
42335;Речная улица;58483672;Речная ул.;Rechnaya ulicza;1;734170;1201;77002000005001200
42340;Садовая улица;58483673;Садовая ул.;Sadovaya ulicza;1;734170;1201;77002000005001300
42345;Центральная улица;58483674;Центральная ул.;Czentral`naya ulicza;1;734170;1201;77002000005001100
42350;Весенняя улица;58483675;Весенняя ул.;Vesennyaya ulicza;1;734240;1201;77002000001002400
42355;Вишнёвый проезд;58483676;Вишнёвый пр.;Vishnyovy'j proezd;3;734240;1201;77002000001002100
42360;Зелёная улица;58483677;Зелёная ул.;Zelyonaya ulicza;1;734240;1201;77002000001001200
42365;Кленовая улица;58483678;Кленовая ул.;Klenovaya ulicza;1;734240;1201;77002000001002500
42370;Луговая улица;58483679;Луговая ул.;Lugovaya ulicza;1;734240;1201;77002000001001300
42375;Окружная улица;58483680;Окружная ул.;Okruzhnaya ulicza;1;734240;1201;77002000001002000
42380;Отрадная улица;58483681;Отрадная ул.;Otradnaya ulicza;1;734240;1201;77002000001003000
42385;улица Радости;58483682;ул. Радости;ulicza Radosti;1;734240;1201;77002000001001500
42390;Рябиновая улица;58483684;Рябиновая ул.;Ryabinovaya ulicza;1;734240;1201;77002000001002600
42395;Садовая улица;58483685;Садовая ул.;Sadovaya ulicza;1;734240;1201;77002000001001400
42400;Солнечная улица;58483686;Солнечная ул.;Solnechnaya ulicza;1;734240;1201;77002000001002300
42405;Соловьиная улица;58483687;Соловьиная ул.;Solov`inaya ulicza;1;734240;1201;77002000001003100
42410;Цветочная улица;58483688;Цветочная ул.;Czvetochnaya ulicza;1;734240;1201;77002000001001600
42415;Южная улица;58483689;Южная ул.;Yuzhnaya ulicza;1;734240;1201;77002000001001900
42420;Венёвская улица;58483690;Венёвская ул.;Venyovskaya ulicza;1;734320;1201;77002000018000600
42425;Западная улица;58483691;Западная ул.;Zapadnaya ulicza;1;734320;1201;77002000018001500
42430;Кленовая улица;58483692;Кленовая ул.;Klenovaya ulicza;1;734320;1201;77002000018001000
42435;Лесная улица;58483693;Лесная ул.;Lesnaya ulicza;1;734320;1201;77002000018000200
42440;Мирная улица;58483694;Мирная ул.;Mirnaya ulicza;1;734320;1201;77002000018001300
42445;Радужная улица;58483695;Радужная ул.;Raduzhnaya ulicza;1;734320;1201;77002000018001400
42450;Рябиновая улица;58483696;Рябиновая ул.;Ryabinovaya ulicza;1;734320;1201;77002000018000700
42455;Светлая улица;58483697;Светлая ул.;Svetlaya ulicza;1;734320;1201;77002000018000800
42460;Сиреневая улица;58483698;Сиреневая ул.;Sirenevaya ulicza;1;734320;1201;77002000018000400
42465;Солнечная улица;58483699;Солнечная ул.;Solnechnaya ulicza;1;734320;1201;77002000018000300
42470;Цветочная улица;58483700;Цветочная ул.;Czvetochnaya ulicza;1;734320;1201;77002000018001100
42475;Центральная улица;58483701;Центральная ул.;Czentral`naya ulicza;1;734320;1201;77002000018000500
42480;Весенняя улица;58483702;Весенняя ул.;Vesennyaya ulicza;1;734400;1102;77003000004000700
42485;Вишнёвая улица;58483703;Вишнёвая ул.;Vishnyovaya ulicza;1;734400;1102;77003000004000600
42490;Восточная улица;58483704;Восточная ул.;Vostochnaya ulicza;1;734400;1102;77003000004001400
42495;Дорожная улица;58483706;Дорожная ул.;Dorozhnaya ulicza;1;734400;1102;77003000004000200
42500;Западная улица;58483707;Западная ул.;Zapadnaya ulicza;1;734400;1102;77003000004001300
42505;Изумрудная улица;58483708;Изумрудная ул.;Izumrudnaya ulicza;1;734400;1102;77003000004000800
42510;Лазоревая улица;58483709;Лазоревая ул.;Lazorevaya ulicza;1;734400;1102;77003000004000400
42515;улица Каменка;58483710;ул. Каменка;ulicza Kamenka;1;734400;1102;77003000004000500
42520;Ландышевая улица;58483711;Ландышевая ул.;Landy'shevaya ulicza;1;734400;1102;77003000004001800
42525;Надымский проезд;58483712;Надымский пр.;Nady'mskij proezd;3;734400;1102;77003000004001900
42530;Полевая улица;58483713;Полевая ул.;Polevaya ulicza;1;734400;1102;77003000004000100
42535;Садовая улица;58483714;Садовая ул.;Sadovaya ulicza;1;734400;1102;77003000004000900
42540;Северный переулок;58483715;Северный пер.;Severny'j pereulok;2;734400;1102;77003000004001600
42545;Тюменский проезд;58483716;Тюменский пр.;Tyumenskij proezd;3;734400;1102;77003000004001700
42550;Угловая улица;58483717;Угловая ул.;Uglovaya ulicza;1;734400;1102;77003000004000300
42555;Цветочная улица;58483718;Цветочная ул.;Czvetochnaya ulicza;1;734400;1102;77003000004001000
42560;Центральная улица;58483719;Центральная ул.;Czentral`naya ulicza;1;734400;1102;77003000004001200
42565;Ямская улица;58483720;Ямская ул.;Yamskaya ulicza;1;734400;1102;77003000004001100
42570;Рябиновая улица;58483721;Рябиновая ул.;Ryabinovaya ulicza;1;734420;1102;77003000012000100
42575;Береговая улица;58483722;Береговая ул.;Beregovaya ulicza;1;734450;1102;77003000003000500
42580;Центральная улица;58483723;Центральная ул.;Czentral`naya ulicza;1;734450;1102;77003000003000200
42585;Южная улица;58483724;Южная ул.;Yuzhnaya ulicza;1;734450;1102;77003000003000100
42590;Речная улица;58483725;Речная ул.;Rechnaya ulicza;1;734450;1102;77003000003000300
42595;Сиреневая улица;58483726;Сиреневая ул.;Sirenevaya ulicza;1;734450;1102;77003000003000400
42600;Полевая улица;58483727;Полевая ул.;Polevaya ulicza;1;734450;1102;77003000003000600
42605;Верхняя улица;58483728;Верхняя ул.;Verxnyaya ulicza;1;734470;1102;77003000001000200
42610;Майская улица;58483729;Майская ул.;Majskaya ulicza;1;734470;1102;77003000001000400
42615;Нижняя улица;58483730;Нижняя ул.;Nizhnyaya ulicza;1;734470;1102;77003000001000100
42620;Растороповская улица;58483731;Растороповская ул.;Rastoropovskaya ulicza;1;734470;1102;77003000001000500
42625;Садовая улица;58483732;Садовая ул.;Sadovaya ulicza;1;734470;1102;77003000001000600
42630;Полевая улица;58483733;Полевая ул.;Polevaya ulicza;1;734470;1102;77003000001000700
42635;Речная улица;58483734;Речная ул.;Rechnaya ulicza;1;734470;1102;77003000001000800
42640;Медовая улица;58483735;Медовая ул.;Medovaya ulicza;1;734470;1102;77003000001000900
42645;Учительская улица;58483736;Учительская ул.;Uchitel`skaya ulicza;1;734470;1102;77003000001001000
42650;Ягодная улица;58483737;Ягодная ул.;Yagodnaya ulicza;1;734470;1102;77003000001000300
42655;Весенняя улица;58483738;Весенняя ул.;Vesennyaya ulicza;1;734490;1102;77003000005001200
42660;Зелёная улица;58483740;Зелёная ул.;Zelyonaya ulicza;1;734490;1102;77003000005000900
42665;Лесная улица;58483741;Лесная ул.;Lesnaya ulicza;1;734490;1102;77003000005000700
42670;Луговая улица;58483742;Луговая ул.;Lugovaya ulicza;1;734490;1102;77003000005001100
42675;Звёздная улица;58483743;Звёздная ул.;Zvyozdnaya ulicza;1;734490;1102;77003000005000500
42680;Лунная улица;58483744;Лунная ул.;Lunnaya ulicza;1;734490;1102;77003000005000800
42685;Новая улица;58483745;Новая ул.;Novaya ulicza;1;734490;1102;77003000005000100
42690;Раздольная улица;58483746;Раздольная ул.;Razdol`naya ulicza;1;734490;1102;77003000005000600
42695;Садовая улица;58483747;Садовая ул.;Sadovaya ulicza;1;734490;1102;77003000005000400
42700;Солнечная улица;58483748;Солнечная ул.;Solnechnaya ulicza;1;734490;1102;77003000005000300
42705;улица Строителей;58483749;ул. Строителей;ulicza Stroitelej;1;734490;1102;77003000005001000
42710;Ясная улица;58483750;Ясная ул.;Yasnaya ulicza;1;734490;1102;77003000005000200
42715;Административная улица;58483751;Административная ул.;Administrativnaya ulicza;1;734520;1103;77004000042000600
42720;Строительная улица;58483752;Строительная ул.;Stroitel`naya ulicza;1;734520;1103;77004000042000500
42725;Центральная улица;58483753;Центральная ул.;Czentral`naya ulicza;1;734520;1103;77004000042001000
42730;Кольцевая улица;58483754;Кольцевая ул.;Kol`czevaya ulicza;1;734520;1103;77004000042000800
42735;Луговая улица;58483755;Луговая ул.;Lugovaya ulicza;1;734520;1103;77004000042000300
42740;Мирная улица;58483756;Мирная ул.;Mirnaya ulicza;1;734520;1103;77004000042001100
42745;Набережная улица;58483757;Набережная ул.;Naberezhnaya ulicza;1;734520;1103;77004000042000900
42750;улица Победы;58483758;ул. Победы;ulicza Pobedy';1;734520;1103;77004000042001200
42755;Речная улица;58483759;Речная ул.;Rechnaya ulicza;1;734520;1103;77004000042000400
42760;Рябиновая улица;58483760;Рябиновая ул.;Ryabinovaya ulicza;1;734520;1103;77004000042001300
42765;Широкая улица;58483761;Широкая ул.;Shirokaya ulicza;1;734520;1103;77004000042000700
42770;Яблоневая улица;58483762;Яблоневая ул.;Yablonevaya ulicza;1;734520;1103;77004000042001500
42775;Заречная улица;58483764;Заречная ул.;Zarechnaya ulicza;1;734570;1103;77004000009000400
42780;Московская улица;58483765;Московская ул.;Moskovskaya ulicza;1;734570;1103;77004000009000300
42785;Полевая улица;58483766;Полевая ул.;Polevaya ulicza;1;734570;1103;77004000009000100
42790;Рябиновая улица;58483767;Рябиновая ул.;Ryabinovaya ulicza;1;734570;1103;77004000009000200
42795;Парковая улица;58483768;Парковая ул.;Parkovaya ulicza;1;734630;1103;77004000003000200
42800;Школьная улица;58483769;Школьная ул.;Shkol`naya ulicza;1;734630;1103;77004000003000900
42805;Лесная улица;58483770;Лесная ул.;Lesnaya ulicza;1;734630;1103;77004000003000400
42810;Лесной проезд;58483771;Лесной пр.;Lesnoj proezd;3;734630;1103;77004000003001100
42815;Озёрная улица;58483772;Озёрная ул.;Ozyornaya ulicza;1;734630;1103;77004000003000800
42820;Подлесная улица;58483773;Подлесная ул.;Podlesnaya ulicza;1;734630;1103;77004000003000100
42825;Садовый переулок;58483774;Садовый пер.;Sadovy'j pereulok;2;734630;1103;77004000003000600
42830;Садовая улица;58483775;Садовая ул.;Sadovaya ulicza;1;734630;1103;77004000003001000
42835;Дачная улица;58483776;Дачная ул.;Dachnaya ulicza;1;734630;1103;77004000003000700
42840;Строительная улица;58483777;Строительная ул.;Stroitel`naya ulicza;1;734640;1202;77005000003000800
42845;Центральная улица;58483778;Центральная ул.;Czentral`naya ulicza;1;734640;1202;77005000003002400
42850;улица 1-й Дистанции Пути;58483779;ул. 1-й Дистанции Пути;ulicza Pervoj Distanczii Puti;1;734640;1202;77005000003003400
42855;Бекасовская улица;58483780;Бекасовская ул.;Bekasovskaya ulicza;1;734640;1202;77005000003001100
42860;Дачная улица;58483781;Дачная ул.;Dachnaya ulicza;1;734640;1202;77005000003001800
42865;Железнодорожная улица;58483782;Железнодорожная ул.;Zheleznodorozhnaya ulicza;1;734640;1202;77005000003000300
42870;Кольцевая улица;58483783;Кольцевая ул.;Kol`czevaya ulicza;1;734640;1202;77005000003003000
42875;Майская улица;58483784;Майская ул.;Majskaya ulicza;1;734640;1202;77005000003000500
42880;Мирная улица;58483785;Мирная ул.;Mirnaya ulicza;1;734640;1202;77005000003001200
42885;Лесная улица;58483786;Лесная ул.;Lesnaya ulicza;1;734640;1202;77005000003002800
42890;Молодёжная улица;58483787;Молодёжная ул.;Molodyozhnaya ulicza;1;734640;1202;77005000003001700
42895;Новая улица;58483788;Новая ул.;Novaya ulicza;1;734640;1202;77005000003002200
42900;Озёрная улица;58483789;Озёрная ул.;Ozyornaya ulicza;1;734640;1202;77005000003001500
42905;Рабочая улица;58483790;Рабочая ул.;Rabochaya ulicza;1;734640;1202;77005000003001000
42910;Раздольная улица;58483791;Раздольная ул.;Razdol`naya ulicza;1;734640;1202;77005000003003300
42915;Садовая улица;58483792;Садовая ул.;Sadovaya ulicza;1;734640;1202;77005000003002300
42920;Солнечная улица;58483794;Солнечная ул.;Solnechnaya ulicza;1;734640;1202;77005000003002500
42925;Школьная улица;58483795;Школьная ул.;Shkol`naya ulicza;1;734640;1202;77005000003001400
42930;Весенняя улица;58483796;Весенняя ул.;Vesennyaya ulicza;1;734640;1202;77005000003003100
42935;Луговая улица;58483797;Луговая ул.;Lugovaya ulicza;1;734640;1202;77005000003002600
42940;Полевая улица;58483798;Полевая ул.;Polevaya ulicza;1;734640;1202;77005000003000400
42945;Подмосковная улица;58483799;Подмосковная ул.;Podmoskovnaya ulicza;1;734640;1202;77005000003003200
42950;Рождественская улица;58483800;Рождественская ул.;Rozhdestvenskaya ulicza;1;734640;1202;77005000003000900
42955;Зелёная улица;58483801;Зелёная ул.;Zelyonaya ulicza;1;734640;1202;77005000003000700
42960;Столбовая улица;58483802;Столбовая ул.;Stolbovaya ulicza;1;734640;1202;77005000003001900
42965;улица Собачкина Сторожка;58483803;ул. Собачкина Сторожка;ulicza Sobachkina Storozhka;1;734640;1202;77005000003004300
42970;Январская улица;58483804;Январская ул.;Yanvarskaya ulicza;1;734680;1202;77005000001001300
42975;Апрельская улица;58483805;Апрельская ул.;Aprel`skaya ulicza;1;734680;1202;77005000001002600
42980;Багряная улица;58483806;Багряная ул.;Bagryanaya ulicza;1;734680;1202;77005000001001200
42985;Заводская улица;58483807;Заводская ул.;Zavodskaya ulicza;1;734680;1202;77005000001002300
42990;Июльская улица;58483808;Июльская ул.;Iyul`skaya ulicza;1;734680;1202;77005000001002800
42995;Июньская улица;58483809;Июньская ул.;Iyun`skaya ulicza;1;734680;1202;77005000001002900
43000;Лесная улица;58483810;Лесная ул.;Lesnaya ulicza;1;734680;1202;77005000001000400
43005;Майская улица;58483811;Майская ул.;Majskaya ulicza;1;734680;1202;77005000001002000
43010;Малиновая улица;58483812;Малиновая ул.;Malinovaya ulicza;1;734680;1202;77005000001003000
43015;Морская улица;58483813;Морская ул.;Morskaya ulicza;1;734680;1202;77005000001000900
43020;Осенняя улица;58483814;Осенняя ул.;Osennyaya ulicza;1;734680;1202;77005000001002400
43025;Февральская улица;58483815;Февральская ул.;Fevral`skaya ulicza;1;734680;1202;77005000001001900
43030;Весенняя улица;58483816;Весенняя ул.;Vesennyaya ulicza;1;734680;1202;77005000001002700
43035;Липовая улица;58483817;Липовая ул.;Lipovaya ulicza;1;734680;1202;77005000001001000
43040;Центральная улица;58483818;Центральная ул.;Czentral`naya ulicza;1;734680;1202;77005000001000200
43045;Садовая улица;58483820;Садовая ул.;Sadovaya ulicza;1;734680;1202;77005000001001700
43050;Мартовская улица;58483821;Мартовская ул.;Martovskaya ulicza;1;734680;1202;77005000001002500
43055;Киевская улица;58483822;Киевская ул.;Kievskaya ulicza;1;734680;1202;77005000001002100
43060;Мирная улица;58483824;Мирная ул.;Mirnaya ulicza;1;734680;1202;77005000001001400
43065;Молодёжная улица;58483825;Молодёжная ул.;Molodyozhnaya ulicza;1;734680;1202;77005000001000700
43070;улица Мичурина;58483826;ул. Мичурина;ulicza Michurina;1;734760;1203;77006000008000300
43075;Октябрьская улица;58483827;Октябрьская ул.;Oktyabr`skaya ulicza;1;734760;1203;77006000008001600
43080;Рабочая улица;58483828;Рабочая ул.;Rabochaya ulicza;1;734760;1203;77006000008000400
43085;Садовая улица;58483829;Садовая ул.;Sadovaya ulicza;1;734760;1203;77006000008000600
43090;Центральная улица;58483830;Центральная ул.;Czentral`naya ulicza;1;734760;1203;77006000008001300
43095;Кооперативная улица;58483831;Кооперативная ул.;Kooperativnaya ulicza;1;734880;1203;77006000019001500
43100;Абрикосовая улица;58483832;Абрикосовая ул.;Abrikosovaya ulicza;1;734910;1104;77007000005000700
